Date,RainData,Standardized Precipitation Index,Standardized Precipitation Evapotranspiration Index,DroughtCategory
7/10/1996,51.71684431,0.657487778,1.729074195,Normal
7/11/1996,144.8409826,1.303630135,-0.764090704,Extreme
7/12/1996,181.6069753,-0.787498713,-0.85099075,Severe
7/13/1996,47.13742287,-1.707535768,2.992898072,Severe
7/14/1996,181.6517109,0.22578406,-0.697163141,Extreme
7/15/1996,61.89631584,1.999144827,-1.513376782,Moderate
7/16/1996,195.2826445,-1.05871585,0.739282069,Normal
7/17/1996,56.25200408,-1.485184215,1.811279712,Normal
7/18/1996,190.687165,-1.326388148,-2.582352998,Moderate
7/19/1996,10.70893018,2.694792917,0.713353387,Severe
7/20/1996,141.8544023,-0.844338505,-2.785587265,Severe
7/21/1996,106.4222268,-2.978374561,0.157994106,Extreme
7/22/1996,95.57541542,1.690087248,-1.458050617,Severe
7/23/1996,44.69886285,1.195648772,-1.160149814,Severe
7/24/1996,141.119158,-2.228590412,-0.197424216,Extreme
7/25/1996,38.16189829,2.909425495,2.562644764,Extreme
7/26/1996,110.5683592,0.648373712,1.26400384,Normal
7/27/1996,50.64907261,0.004676946,2.621073578,Moderate
7/28/1996,191.124276,-0.706684394,0.959826027,Moderate
7/29/1996,5.726238767,2.392008533,-2.957353517,Moderate
7/30/1996,39.94565602,-1.536219111,-1.406488816,Severe
7/31/1996,48.46212128,-1.285386599,2.434635466,Moderate
8/1/1996,82.81356515,-2.26553516,0.860673126,Normal
8/2/1996,46.54604837,1.554714574,2.889883419,Moderate
8/3/1996,98.26981805,0.573295682,-2.064215885,Extreme
8/4/1996,174.4931047,0.654397016,-1.219513001,Extreme
8/5/1996,142.4126843,-1.689177414,-0.825794043,Normal
8/6/1996,115.9923961,0.907010335,-1.040653091,Moderate
8/7/1996,17.8006356,1.592750683,-1.488050819,Moderate
8/8/1996,138.7984217,-0.852668816,-0.339205705,Severe
8/9/1996,33.28285686,1.808082864,0.85378874,Severe
8/10/1996,157.2734772,-0.907256469,-1.132458463,Severe
8/11/1996,50.0113517,1.548830769,-2.52180046,Normal
8/12/1996,83.40974566,-2.797619355,1.251195161,Normal
8/13/1996,70.09404046,0.306987609,-0.245900665,Moderate
8/14/1996,171.7627829,2.817159364,0.338893837,Severe
8/15/1996,25.30889174,2.887467604,-0.267596057,Moderate
8/16/1996,113.1289765,-1.30948453,2.342145021,Severe
8/17/1996,28.41232189,-0.351605454,0.352469983,Normal
8/18/1996,140.9591672,-2.622132552,2.539661039,Extreme
8/19/1996,181.0156256,2.240047846,0.063452049,Severe
8/20/1996,86.92153077,0.411432919,-1.244471027,Normal
8/21/1996,97.61845205,-0.689395926,-0.867344477,Severe
8/22/1996,185.4845673,-2.323376649,0.132775762,Normal
8/23/1996,104.1982777,2.680603713,0.179936627,Normal
8/24/1996,97.51968761,0.181314287,1.124026209,Extreme
8/25/1996,115.6658205,-1.302432426,-1.653030767,Moderate
8/26/1996,137.8459473,-0.898709219,0.9530574,Extreme
8/27/1996,21.37667502,-1.375816914,1.67152805,Extreme
8/28/1996,164.2221055,0.610858853,1.059551937,Severe
8/29/1996,87.10100549,2.579781455,-0.109031341,Normal
8/30/1996,14.46970198,2.14016282,2.950083907,Normal
8/31/1996,157.2365338,-0.237714747,-0.571121045,Moderate
9/1/1996,75.38999434,1.958996174,-2.360456313,Severe
9/2/1996,20.07349902,-0.461367112,1.929025292,Moderate
9/3/1996,126.7558079,-1.486157155,-1.726792687,Extreme
9/4/1996,176.0262707,2.900490692,1.279713437,Extreme
9/5/1996,177.5507019,-1.176674592,-1.926142304,Extreme
9/6/1996,191.532695,-1.057654614,-2.898735655,Severe
9/7/1996,173.541092,2.938157207,-2.041208377,Normal
9/8/1996,0.428183869,-2.196435041,-0.738067821,Normal
9/9/1996,76.04823328,1.563203928,-2.360290517,Severe
9/10/1996,163.708516,2.614876551,-1.813925495,Extreme
9/11/1996,73.2506012,0.070769966,1.587757666,Normal
9/12/1996,120.3097013,-2.98486943,1.619301648,Moderate
9/13/1996,121.2633895,-0.749646335,1.904929363,Moderate
9/14/1996,73.00506081,-2.330586046,2.046931419,Extreme
9/15/1996,180.8947855,-0.502874034,-0.477384632,Moderate
9/16/1996,100.6456691,1.74016057,2.205297964,Extreme
9/17/1996,92.95684119,-0.367730707,0.15562125,Normal
9/18/1996,199.5027491,-0.408449272,-0.176417298,Moderate
9/19/1996,98.70007281,0.340736862,1.311217974,Severe
9/20/1996,35.67965039,0.490143508,-1.717089532,Moderate
9/21/1996,102.6138846,2.137777853,1.736984261,Extreme
9/22/1996,162.8033471,-1.149867365,-0.423205041,Extreme
9/23/1996,155.3720654,1.930027586,-2.236227516,Normal
9/24/1996,157.716353,0.395602492,-2.284128519,Extreme
9/25/1996,141.6047568,-1.196822702,-2.010559537,Moderate
9/26/1996,50.84356581,-1.229243736,2.343436405,Extreme
9/27/1996,172.4168172,-0.833174897,2.945626934,Normal
9/28/1996,178.6886931,0.736159456,-0.858157205,Severe
9/29/1996,38.83053932,-1.615129612,-1.247136887,Moderate
9/30/1996,26.09112731,2.52200137,-1.687374164,Severe
10/1/1996,195.1209937,0.449475505,1.942898863,Normal
10/2/1996,173.6647927,2.520094662,-1.744755105,Extreme
10/3/1996,178.6472294,-2.721573849,2.54454078,Moderate
10/4/1996,177.2752769,-0.944331777,1.004102274,Extreme
10/5/1996,108.3373648,-2.863154036,2.38276675,Moderate
10/6/1996,129.2803473,-1.366489109,0.324059126,Moderate
10/7/1996,109.0725704,2.172038834,1.144079173,Moderate
10/8/1996,10.24126984,-2.780341705,0.716748604,Normal
10/9/1996,149.1006171,-0.383117401,1.987172738,Moderate
10/10/1996,101.0664067,-2.294597577,2.015164867,Extreme
10/11/1996,129.541815,-0.498956044,0.538757999,Extreme
10/12/1996,100.527961,2.033109506,0.795045896,Normal
10/13/1996,98.36226446,0.7384262,2.531255523,Moderate
10/14/1996,34.3578219,1.420538072,2.579198904,Moderate
10/15/1996,55.74274303,-0.905375307,0.985498703,Normal
10/16/1996,31.77053839,2.66638617,-2.953474331,Extreme
10/17/1996,39.13325913,1.255572563,-2.373532711,Severe
10/18/1996,194.5954761,-0.469207084,2.147655191,Severe
10/19/1996,30.62268915,-0.441211199,-2.491715302,Moderate
10/20/1996,53.85408486,2.512105068,-1.718884915,Moderate
10/21/1996,118.1179315,0.458428161,-1.616719919,Normal
10/22/1996,122.0357152,1.238275259,0.601408619,Moderate
10/23/1996,30.79482595,-0.497788653,0.459796787,Severe
10/24/1996,158.7434852,-1.657843411,-1.263494859,Severe
10/25/1996,157.0405736,1.341355752,-1.754331807,Severe
10/26/1996,47.46354084,0.646942633,1.587192179,Severe
10/27/1996,57.73326054,0.008057283,2.612736934,Severe
10/28/1996,187.5975731,0.74412564,-2.683165921,Normal
10/29/1996,165.1342892,-1.750286484,-2.200917224,Normal
10/30/1996,139.5594066,1.763632239,0.852983932,Extreme
10/31/1996,16.4466443,2.68897683,1.82664871,Moderate
11/1/1996,83.65281618,2.346618865,1.747132013,Severe
11/2/1996,111.8603744,-1.071385528,1.318098918,Normal
11/3/1996,37.4822576,-0.56396536,2.324567727,Normal
11/4/1996,89.64531642,1.850413799,-1.695906723,Severe
11/5/1996,120.2051755,0.570702785,-2.356254321,Normal
11/6/1996,65.47533602,0.287486662,0.692177821,Moderate
11/7/1996,156.1889638,2.559851805,1.933655349,Moderate
11/8/1996,168.0899163,0.216149766,0.492261471,Severe
11/9/1996,64.72189389,0.089632078,2.777984925,Severe
11/10/1996,167.7314309,-2.747888452,1.773386768,Extreme
11/11/1996,20.71531322,-2.583498248,1.204750805,Extreme
11/12/1996,167.5458197,-2.955478153,-2.638456255,Normal
11/13/1996,30.55008633,2.479465355,-2.353546568,Normal
11/14/1996,16.5854305,-0.54968004,1.709025796,Extreme
11/15/1996,128.3550809,-0.188631743,-1.810572447,Severe
11/16/1996,94.38747315,2.072321686,-2.826988944,Severe
11/17/1996,181.5781201,0.655477862,2.464564114,Normal
11/18/1996,72.63783922,0.657009578,2.344832242,Normal
11/19/1996,57.43045269,-1.220793424,-1.689097037,Severe
11/20/1996,100.1469812,2.003450244,1.681237548,Severe
11/21/1996,91.18923715,-2.005020144,-2.712122005,Moderate
11/22/1996,68.88560924,-2.681102447,-1.289651977,Normal
11/23/1996,138.7482597,-1.850379855,0.74200145,Severe
11/24/1996,151.9123668,-1.393576687,1.579073977,Normal
11/25/1996,170.5967938,-1.306133653,-2.937604867,Extreme
11/26/1996,194.5713209,1.023081592,-1.04274832,Moderate
11/27/1996,53.33123843,-1.693052476,-1.71392664,Moderate
11/28/1996,143.2186965,1.059949827,2.992682434,Moderate
11/29/1996,78.8516471,-2.453206961,1.025893394,Normal
11/30/1996,135.4163944,-2.116785233,-0.565971283,Normal
12/1/1996,95.19633807,0.052928691,-2.546084388,Moderate
12/2/1996,198.7546206,2.531374815,0.592021545,Moderate
12/3/1996,145.7804272,2.157405533,0.850208826,Severe
12/4/1996,190.4982601,2.812520655,1.898435565,Extreme
12/5/1996,166.9939099,0.902874392,-1.268538882,Severe
12/6/1996,180.5802022,1.054889198,2.888568483,Normal
12/7/1996,162.8838394,0.750137994,-0.363205564,Normal
12/8/1996,91.83182608,0.736913537,-1.224337472,Normal
12/9/1996,50.35769067,-2.11727793,-0.909303996,Normal
12/10/1996,74.06403509,0.262433737,0.117516318,Moderate
12/11/1996,4.047246528,-0.683592399,2.620209387,Extreme
12/12/1996,104.7986335,-0.344776705,1.410952788,Normal
12/13/1996,101.0115601,0.141603438,0.462657897,Extreme
12/14/1996,105.050093,-2.229622969,-2.023137672,Moderate
12/15/1996,194.806245,-0.843073597,-2.103880135,Extreme
12/16/1996,182.2908007,-2.619302635,0.013181483,Extreme
12/17/1996,32.34255567,2.878008783,1.372252228,Moderate
12/18/1996,73.77650431,-2.288831827,1.506073037,Severe
12/19/1996,84.79123589,-1.448851569,-1.644513697,Extreme
12/20/1996,72.10658357,2.34775756,-2.399402923,Extreme
12/21/1996,159.6991927,-0.103739723,-0.693234064,Normal
12/22/1996,104.807534,-2.186176791,2.509035259,Moderate
12/23/1996,114.4199634,-0.694616772,0.272200716,Extreme
12/24/1996,170.6027118,-2.304792007,-1.079401399,Moderate
12/25/1996,161.1856307,-1.798704017,-1.05817399,Moderate
12/26/1996,26.44230456,-2.687820918,-2.207477729,Normal
12/27/1996,142.7829168,-0.370635033,-0.160657583,Moderate
12/28/1996,87.08722578,1.83981673,1.748176071,Extreme
12/29/1996,58.92978061,0.515815072,2.811352149,Moderate
12/30/1996,10.00376418,0.638071833,0.00957,Extreme
12/31/1996,97.44991207,-1.79649582,-1.996710505,Severe
1/1/1997,71.08733614,-0.93663694,1.097702399,Moderate
1/2/1997,50.30260794,2.071452623,1.540748056,Normal
1/3/1997,138.9343459,-2.472862894,-2.569801503,Normal
1/4/1997,153.8970775,2.147583922,2.100834778,Moderate
1/5/1997,48.95790381,-0.097859842,1.97593434,Severe
1/6/1997,9.889487336,2.022884588,-0.164753676,Normal
1/7/1997,169.7505401,-1.091961484,0.362535112,Moderate
1/8/1997,1.991948241,-0.966942291,1.280448382,Extreme
1/9/1997,187.4224988,1.50962921,1.06048875,Severe
1/10/1997,125.5239748,1.70997704,-2.900784131,Moderate
1/11/1997,64.36932704,-1.622131932,-2.265388177,Severe
1/12/1997,49.29558192,2.837227949,-2.024456665,Extreme
1/13/1997,1.801132853,-2.493059375,1.534055334,Moderate
1/14/1997,47.0942834,-2.588982221,-0.359498623,Normal
1/15/1997,27.5456603,0.573025292,0.273015758,Severe
1/16/1997,122.4332441,1.336444607,1.636124621,Normal
1/17/1997,33.30911772,2.765316775,-0.954106386,Severe
1/18/1997,105.7259675,-0.570325315,1.493341364,Severe
1/19/1997,118.0232845,-2.848251546,-0.346204352,Severe
1/20/1997,59.60833967,0.617378037,-0.736918873,Moderate
1/21/1997,7.012989804,-1.261823876,-1.001776416,Moderate
1/22/1997,7.450776123,-0.402317273,2.789668893,Extreme
1/23/1997,5.269466439,-0.069183107,1.631840464,Normal
1/24/1997,147.8249334,-2.612924336,-2.878824355,Extreme
1/25/1997,63.60194096,-0.084109293,2.744492919,Normal
1/26/1997,159.2600372,-0.442081999,1.652637778,Normal
1/27/1997,86.34656477,1.275265592,-2.104951713,Normal
1/28/1997,90.59962017,0.873995467,-2.541971248,Severe
1/29/1997,102.5765205,-1.888705691,-1.150835438,Severe
1/30/1997,142.6062913,-1.763166491,0.745089176,Extreme
1/31/1997,54.70057317,-1.493962927,0.699280135,Severe
2/1/1997,24.31746991,-1.926297358,-1.344899249,Severe
2/2/1997,111.211467,0.943279198,-0.325950128,Moderate
2/3/1997,65.39552465,2.966581075,-1.728659066,Moderate
2/4/1997,88.49826273,0.912650043,-2.696527889,Extreme
2/5/1997,129.3893417,0.640089277,0.101822805,Moderate
2/6/1997,98.82514823,-0.5404324,-0.918053194,Normal
2/7/1997,124.0557634,-1.124518447,0.257294594,Extreme
2/8/1997,108.8400004,2.466442541,2.679043935,Severe
2/9/1997,147.9592744,2.814011245,-2.13977813,Severe
2/10/1997,141.1873235,-0.019342946,-2.98822789,Moderate
2/11/1997,106.8379784,-1.258797027,-2.53873072,Moderate
2/12/1997,135.7806042,1.620733246,-0.223750223,Moderate
2/13/1997,174.7119205,-2.205259255,1.241592179,Severe
2/14/1997,86.45425756,1.593529426,0.48458162,Normal
2/15/1997,82.55261455,1.913690246,-0.030632356,Extreme
2/16/1997,152.8491242,-2.250576332,-0.876221213,Normal
2/17/1997,116.5107674,2.861168813,-1.140154971,Extreme
2/18/1997,14.20135604,2.913073742,-0.742282949,Extreme
2/19/1997,178.4224031,2.620036876,0.669809724,Moderate
2/20/1997,6.156620448,-0.023791144,-1.993476265,Severe
2/21/1997,149.6792712,-1.523555146,1.628172498,Normal
2/22/1997,151.7588285,0.492055685,0.451519441,Severe
2/23/1997,190.6222171,-0.480396969,-1.385061734,Normal
2/24/1997,10.82688168,-1.764308132,0.006917777,Extreme
2/25/1997,119.3713722,-0.457941542,2.776672126,Normal
2/26/1997,85.56811413,0.983339014,-2.877050825,Severe
2/27/1997,66.12659097,-2.574520135,-1.802864155,Severe
2/28/1997,18.06371206,-0.999491991,-0.309718561,Extreme
3/1/1997,112.5308239,-2.89323066,0.830638331,Severe
3/2/1997,95.80814513,1.496973033,-1.726630402,Extreme
3/3/1997,20.91089163,0.844147606,2.58842369,Extreme
3/4/1997,122.4979014,-2.623967192,0.855432075,Normal
3/5/1997,147.5906241,2.788425358,2.264591694,Moderate
3/6/1997,153.4556602,-2.864270657,-1.024092418,Extreme
3/7/1997,181.0746377,0.539763879,1.973723606,Extreme
3/8/1997,81.89414838,1.658204771,-0.730684699,Extreme
3/9/1997,190.6145537,1.727377878,-1.483489365,Normal
3/10/1997,173.085881,-2.794289186,2.469932007,Severe
3/11/1997,59.3003142,2.438490796,-2.446689146,Normal
3/12/1997,31.85660747,2.510710032,2.657332776,Severe
3/13/1997,87.07787923,0.368342239,-0.248908765,Extreme
3/14/1997,80.37974159,-0.107500807,2.955752841,Severe
3/15/1997,115.1438611,-2.730795222,0.237567922,Severe
3/16/1997,116.6772465,0.371724855,1.544929032,Extreme
3/17/1997,149.9973969,-0.543725509,-2.957573902,Moderate
3/18/1997,101.9779896,1.636838444,-0.01999908,Moderate
3/19/1997,20.96452819,-0.576698599,1.42472083,Moderate
3/20/1997,171.6582671,1.101485,1.69696212,Extreme
3/21/1997,61.95291664,-2.391551123,-2.051708504,Severe
3/22/1997,194.2594921,-2.202286375,-0.486174298,Extreme
3/23/1997,23.57202174,-2.161738856,-0.485568251,Severe
3/24/1997,191.6502344,-2.726847001,-2.378155149,Severe
3/25/1997,18.20236138,0.247973156,-0.341726954,Extreme
3/26/1997,46.20722759,1.763806356,1.842557752,Extreme
3/27/1997,9.315988417,0.662467222,-1.198915574,Moderate
3/28/1997,141.0226293,0.449729313,-0.404552869,Extreme
3/29/1997,170.0597473,1.08374357,2.76575211,Normal
3/30/1997,86.81421636,-0.962128062,-2.809751545,Normal
3/31/1997,185.704415,-0.82827557,0.549130607,Moderate
